Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Tkl_Def_3rd,Tkl_Mid_3rd,Tkl_Att_3rd,Tkl_vs_Drib,Att_vs_Drib,Tkl%_vs_Drib,Past_vs_Drib,Press,Press_Succ,Press_Succ_%,Press_Def_3rd,Press_Mid_3rd,Press_Att_3rd,Blocks,Shot_Blocks,SoT_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err
Aleksandar Mitrović\Aleksandar-Mitrovic,rs SRB,FW,Fulham,eng Premier League,25,1994,15.6,11,9,1,4,6,2,7,28.6,5,195,71,36.4,12,66,117,18,4,0,14,3,14,7,0
Stefan Mitrović\Stefan-Mitrovic,rs SRB,DF,Strasbourg,fr Ligue 1,30,1990,30.9,35,24,28,6,1,17,31,54.8,14,235,91,38.7,176,57,2,37,15,1,22,30,65,151,2
Maximilian Mittelstädt\Maximilian-Mittelstadt,de GER,DF,Hertha BSC,de Bundesliga,23,1997,20.0,76,36,49,21,6,30,69,43.5,39,331,98,29.6,179,116,36,58,4,0,54,52,128,70,1
Henrikh Mkhitaryan\Henrikh-Mkhitaryan,am ARM,FWMF,Roma,it Serie A,31,1989,30.5,56,38,9,31,16,15,66,22.7,51,606,168,27.7,89,295,222,41,1,0,40,36,92,8,0
Jakub Moder\Jakub-Moder,pl POL,DFMF,Brighton,eng Premier League,21,1999,7.2,16,8,7,6,3,4,17,23.5,13,134,39,29.1,43,49,42,17,1,0,16,8,24,14,0
Anthony Modeste\Anthony-Modeste,fr FRA,FWMF,Köln,de Bundesliga,32,1988,2.5,1,0,0,1,0,0,2,0.0,2,32,9,28.1,0,17,15,0,0,0,0,0,1,2,0
Anthony Modeste\Anthony-Modeste,fr FRA,FW,Saint-Étienne,fr Ligue 1,32,1988,3.3,2,1,0,1,1,0,2,0.0,2,60,15,25.0,2,30,28,3,1,0,2,0,2,5,0
Luka Modrić\Luka-Modric,hr CRO,MF,Real Madrid,es La Liga,34,1985,30.4,40,26,21,17,2,16,42,38.1,26,375,105,28.0,95,204,76,28,3,0,25,53,93,17,0
Terem Moffi\Terem-Moffi,ng NGA,FW,Lorient,fr Ligue 1,21,1999,23.0,8,5,0,3,5,2,18,11.1,16,337,70,20.8,10,152,175,9,4,0,5,12,20,8,0
Kevin Möhwald\Kevin-Mohwald,de GER,MF,Werder Bremen,de Bundesliga,27,1993,17.3,19,16,14,4,1,3,21,14.3,18,234,63,26.9,98,112,24,19,3,0,16,41,60,25,2
Niklas Moisander\Niklas-Moisander,fi FIN,DF,Werder Bremen,de Bundesliga,34,1985,13.6,17,11,14,3,0,6,15,40.0,9,123,46,37.4,74,49,0,24,7,0,17,28,45,93,0
Dion Moise Sahi\Dion-Moise-Sahi,ci CIV,FWMF,Strasbourg,fr Ligue 1,18,2001,1.0,0,0,0,0,0,0,0,,0,21,4,19.0,2,10,9,1,0,0,1,1,1,0,0
Johan Mojica\Johan-Mojica,co COL,DF,Elche,es La Liga,27,1992,13.4,26,15,20,6,0,7,19,36.8,12,223,67,30.0,132,69,22,20,3,0,17,27,53,32,0
Johan Mojica\Johan-Mojica,co COL,DFFW,Atalanta,it Serie A,27,1992,3.3,9,5,7,1,1,3,5,60.0,2,41,19,46.3,19,12,10,6,1,0,5,2,11,3,0
Guillem Molina\Guillem-Molina,es ESP,DF,Valencia,es La Liga,20,2000,1.7,1,0,1,0,0,0,5,0.0,5,31,10,32.3,19,10,2,5,2,0,3,2,3,7,0
Jorge Molina\Jorge-Molina,es ESP,FWMF,Granada,es La Liga,38,1982,17.9,8,6,1,2,5,2,10,20.0,8,223,48,21.5,23,102,98,6,1,0,5,2,10,15,0
Nahuel Molina\Nahuel-Molina,ar ARG,DF,Udinese,it Serie A,22,1997,20.3,30,20,20,5,5,12,36,33.3,24,290,73,25.2,124,81,85,49,6,0,43,32,62,45,3
Salvatore Molina\Salvatore-Molina,it ITA,MFDF,Crotone,it Serie A,28,1992,25.7,46,27,27,10,9,22,46,47.8,24,358,113,31.6,150,131,77,50,7,0,43,20,66,35,0
Victor Mollejo\Victor-Mollejo,es ESP,MFDF,Getafe,es La Liga,19,2001,0.8,1,1,1,0,0,1,2,50.0,1,8,2,25.0,3,2,3,1,0,0,1,0,1,1,0
Florent Mollet\Florent-Mollet,fr FRA,MF,Montpellier,fr Ligue 1,28,1991,26.2,22,13,6,12,4,9,51,17.6,42,315,61,19.4,72,179,64,27,3,0,24,29,51,13,0
Jayson Molumby\Jayson-Molumby,ie IRL,MF,Brighton,eng Premier League,20,1999,0.0,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0
Alkhaly Momo Cissé\Alkhaly-Momo-Cisse,gn GUI,DFFW,Stuttgart,de Bundesliga,17,2002,0.4,1,1,1,0,0,0,0,,0,8,1,12.5,1,6,1,2,0,0,2,0,1,1,0
Jon Moncayola\Jon-Moncayola,es ESP,MF,Osasuna,es La Liga,22,1998,29.6,53,28,24,21,8,21,65,32.3,44,638,162,25.4,202,326,110,46,8,0,38,21,74,52,1
Gabriele Moncini\Gabriele-Moncini,it ITA,FW,Benevento,it Serie A,24,1996,4.0,2,1,1,0,1,1,2,50.0,1,39,16,41.0,4,16,19,3,0,0,3,2,4,4,0
Thomas Monconduit\Thomas-Monconduit,fr FRA,MF,Lorient,fr Ligue 1,29,1991,12.8,38,25,17,19,2,10,36,27.8,26,253,74,29.2,104,127,22,19,4,0,15,12,50,24,0
Kévin Monnet-Paquet\Kevin-Monnet-Paquet,fr FRA,MFFW,Saint-Étienne,fr Ligue 1,31,1988,6.3,10,7,5,1,4,5,13,38.5,8,122,33,27.0,34,46,42,10,0,0,10,6,16,11,0
Nacho Monreal\Nacho-Monreal,es ESP,DF,Real Sociedad,es La Liga,34,1986,23.1,31,20,15,14,2,9,22,40.9,13,232,89,38.4,96,87,49,34,5,0,29,32,63,67,0
Cristóbal Montiel Rodríguez\Cristobal-Montiel-Rodriguez,es ESP,DFFW,Fiorentina,it Serie A,20,2000,0.0,0,0,0,0,0,0,1,0.0,1,5,1,20.0,2,1,2,0,0,0,0,0,0,0,0
Lorenzo Montipò\Lorenzo-Montipo,it ITA,GK,Benevento,it Serie A,24,1996,37.0,0,0,0,0,0,0,0,,0,5,1,20.0,5,0,0,1,0,0,1,0,0,1,3
Ángel Montoro\Angel-Montoro,es ESP,MF,Granada,es La Liga,32,1988,15.1,19,13,9,10,0,5,15,33.3,10,177,47,26.6,42,111,24,24,3,0,21,15,34,22,0
Martín Montoya\Martin-Montoya,es ESP,DF,Betis,es La Liga,29,1991,2.7,6,2,3,3,0,2,3,66.7,1,28,5,17.9,6,14,8,4,2,0,2,1,7,7,0
Emre Mor\Emre-Mor,tr TUR,FWMF,Celta Vigo,es La Liga,23,1997,5.6,8,7,0,4,4,1,6,16.7,5,99,29,29.3,11,53,35,8,0,0,8,2,10,0,0
Luca Mora\Luca-Mora,it ITA,MF,Spezia,it Serie A,32,1988,1.3,3,3,1,2,0,1,2,50.0,1,25,10,40.0,7,13,5,2,1,0,1,1,4,2,0
Wesley Moraes\Wesley-Moraes,br BRA,MFFW,Aston Villa,eng Premier League,23,1996,0.2,0,0,0,0,0,0,1,0.0,1,5,2,40.0,0,4,1,0,0,0,0,0,0,0,0
Álvaro Morata\Alvaro-Morata,es ESP,FW,Juventus,it Serie A,27,1992,22.4,19,12,2,10,7,2,16,12.5,14,332,88,26.5,30,142,160,23,3,0,20,9,28,18,0
Jan Morávek\Jan-Moravek,cz CZE,MF,Augsburg,de Bundesliga,30,1989,3.0,4,2,2,2,0,0,6,0.0,6,92,25,27.2,36,46,10,3,0,0,3,8,12,6,0
Jon Morcillo\Jon-Morcillo,es ESP,MFFW,Athletic Club,es La Liga,21,1998,15.1,12,7,5,3,4,1,24,4.2,23,235,47,20.0,60,85,90,22,0,0,22,22,34,8,0
Jérémy Morel\Jeremy-Morel,mg MAD,DF,Lorient,fr Ligue 1,36,1984,27.7,33,23,21,12,0,13,37,35.1,24,221,67,30.3,126,87,8,47,13,0,34,41,74,109,1
Alberto Moreno\Alberto-Moreno,es ESP,DF,Villarreal,es La Liga,28,1992,2.1,5,3,5,0,0,2,6,33.3,4,29,8,27.6,18,3,8,5,1,0,4,1,6,5,0
Álex Moreno\Alex-Moreno,es ESP,DF,Betis,es La Liga,27,1993,19.8,42,25,21,15,6,14,48,29.2,34,279,82,29.4,125,113,41,35,5,0,30,26,68,55,0
Gerard Moreno\Gerard-Moreno,es ESP,FWMF,Villarreal,es La Liga,28,1992,29.7,19,13,4,13,2,8,38,21.1,30,327,82,25.1,39,144,144,27,5,0,22,15,34,25,0
Tete Morente\Tete-Morente,es ESP,MFFW,Elche,es La Liga,23,1996,22.4,36,27,21,12,3,13,43,30.2,30,331,97,29.3,92,157,82,28,1,0,27,17,53,31,0
Mateu Morey\Mateu-Morey,es ESP,DF,Dortmund,de Bundesliga,20,2000,9.2,14,7,9,3,2,6,15,40.0,9,111,33,29.7,34,55,22,11,1,0,10,17,31,7,1
Wes Morgan\Wes-Morgan,jm JAM,DF,Leicester City,eng Premier League,36,1984,0.2,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,1,0
Raúl Moro\Raul-Moro,es ESP,MF,Lazio,it Serie A,17,2002,0.1,0,0,0,0,0,0,0,,0,9,2,22.2,1,3,5,0,0,0,0,0,0,0,0
Loren Morón\Loren-Moron,es ESP,FWMF,Betis,es La Liga,26,1993,11.0,11,9,4,4,3,0,9,0.0,9,175,38,21.7,18,84,73,9,0,0,9,7,18,15,0
Pedro Mosquera\Pedro-Mosquera,es ESP,MF,Huesca,es La Liga,32,1988,22.8,42,24,17,25,0,15,44,34.1,29,385,109,28.3,152,210,23,41,6,0,35,15,57,44,1
Aimen Moueffek\Aimen-Moueffek,fr FRA,DFMF,Saint-Étienne,fr Ligue 1,19,2001,8.3,26,19,17,8,1,7,30,23.3,23,173,51,29.5,74,83,16,28,4,0,24,4,30,17,0
Youssoufa Moukoko\Youssoufa-Moukoko,de GER,FWMF,Dortmund,de Bundesliga,15,2004,4.7,3,2,0,2,1,1,1,100.0,0,72,29,40.3,5,27,40,5,0,0,5,0,3,1,0
Harold Moukoudi\Harold-Moukoudi,cm CMR,DF,Saint-Étienne,fr Ligue 1,22,1997,25.3,59,38,47,12,0,29,45,64.4,16,227,94,41.4,128,94,5,35,10,0,25,39,98,106,2
Jessy Moulin\Jessy-Moulin,fr FRA,GK,Saint-Étienne,fr Ligue 1,34,1986,29.0,0,0,0,0,0,0,1,0.0,1,2,1,50.0,2,0,0,0,0,0,0,0,0,2,2
Steve Mounié\Steve-Mounie,bj BEN,FW,Brest,fr Ligue 1,25,1994,29.8,22,16,6,11,5,4,20,20.0,16,564,126,22.3,45,294,225,27,5,0,22,9,31,36,0
Mason Mount\Mason-Mount,eng ENG,MFFW,Chelsea,eng Premier League,21,1999,32.1,75,44,25,33,17,21,70,30.0,49,685,205,29.9,141,326,218,47,2,0,45,36,111,15,0
Lucas Moura\Lucas-Moura,br BRA,FWMF,Tottenham,eng Premier League,27,1992,15.7,34,22,11,19,4,9,30,30.0,21,269,65,24.2,69,129,71,18,1,0,17,20,54,11,0
Lys Mousset\Lys-Mousset,fr FRA,FWMF,Sheffield Utd,eng Premier League,24,1996,3.3,0,0,0,0,0,0,3,0.0,3,60,11,18.3,1,22,37,1,1,0,0,0,0,1,0
João Moutinho\Joao-Moutinho,pt POR,MF,Wolves,eng Premier League,33,1986,28.1,70,46,36,28,6,29,94,30.9,65,543,160,29.5,206,267,70,40,3,0,37,39,109,31,0
Samuel Moutoussamy\Samuel-Moutoussamy,cd COD,FW,Nantes,fr Ligue 1,23,1996,0.9,0,0,0,0,0,0,1,0.0,1,27,4,14.8,3,14,10,0,0,0,0,0,0,0,0
Loris Mouyokolo\Loris-Mouyokolo,cg CGO,DF,Lorient,fr Ligue 1,19,2001,0.2,1,1,1,0,0,1,1,100.0,0,1,1,100.0,0,1,0,1,1,0,0,0,1,1,0
Javi Moyano\Javi-Moyano,es ESP,DF,Valladolid,es La Liga,34,1986,1.1,0,0,0,0,0,0,3,0.0,3,8,1,12.5,4,3,1,2,0,0,2,0,0,3,0
Nordi Mukiele\Nordi-Mukiele,fr FRA,DF,RB Leipzig,de Bundesliga,22,1997,18.6,47,20,16,24,7,21,45,46.7,24,278,78,28.1,73,135,70,40,2,0,38,28,75,47,1
Benoît Mukinayi\Benoit-Mukinayi,fr FRA,DF,Monaco,fr Ligue 1,19,2001,31.9,31,23,18,13,0,10,29,34.5,19,202,74,36.6,98,98,6,39,15,0,24,38,69,179,1
Mert Müldür\Mert-Muldur,tr TUR,DF,Sassuolo,it Serie A,21,1999,18.6,34,18,22,7,5,11,41,26.8,30,198,51,25.8,103,56,39,31,4,0,27,23,57,50,0
Florian Müller\Florian-Muller,de GER,GK,Freiburg,de Bundesliga,22,1997,31.0,0,0,0,0,0,0,2,0.0,2,2,0,0.0,2,0,0,0,0,0,0,1,1,4,0
Sebastian Müller\Sebastian-Muller,de GER,MFDF,Arminia,de Bundesliga,19,2001,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Thomas Müller\Thomas-Muller,de GER,MF,Bayern Munich,de Bundesliga,30,1989,29.7,53,33,16,20,17,21,74,28.4,53,664,220,33.1,108,308,248,49,3,0,46,18,71,20,0
Joel Mumbongo\Joel-Mumbongo,se SWE,FW,Burnley,eng Premier League,21,1999,0.4,0,0,0,0,0,0,0,,0,7,1,14.3,0,1,6,1,0,0,1,0,0,0,0
Marshall Munetsi\Marshall-Munetsi,zw ZIM,MFDF,Reims,fr Ligue 1,24,1996,21.4,42,28,26,12,4,14,38,36.8,24,296,72,24.3,128,134,34,50,25,2,25,34,76,102,2
Iker Muniain\Iker-Muniain,es ESP,MFFW,Athletic Club,es La Liga,27,1992,21.6,30,19,8,18,4,9,32,28.1,23,275,86,31.3,45,128,102,17,0,0,17,14,44,2,0
Aihen Muñoz\Aihen-Munoz,es ESP,DF,Real Sociedad,es La Liga,22,1997,13.4,24,14,14,6,4,9,20,45.0,11,158,48,30.4,73,60,25,20,1,0,19,8,32,44,1
Joaquín Muñoz\Joaquin-Munoz,es ESP,FW,Huesca,es La Liga,21,1999,0.5,0,0,0,0,0,0,0,,0,15,2,13.3,5,6,4,1,0,0,1,0,0,1,0
Luis Muriel\Luis-Muriel,co COL,FW,Atalanta,it Serie A,29,1991,16.0,20,12,6,5,9,6,24,25.0,18,279,73,26.2,29,111,139,16,0,0,16,7,27,7,0
Jeison Murillo\Jeison-Murillo,co COL,DF,Celta Vigo,es La Liga,28,1992,30.0,47,31,38,8,1,17,35,48.6,18,293,115,39.2,185,104,4,49,18,0,31,33,80,138,1
Vedat Muriqi\Vedat-Muriqi,xk KVX,FW,Lazio,it Serie A,26,1994,9.2,4,3,1,2,1,0,7,0.0,7,143,37,25.9,11,64,68,10,1,0,9,2,6,20,0
Jacob Murphy\Jacob-Murphy,eng ENG,DFMF,Newcastle Utd,eng Premier League,25,1995,18.1,49,35,32,14,3,29,54,53.7,25,351,95,27.1,181,114,56,41,5,0,36,20,69,34,0
Nicola Murru\Nicola-Murru,it ITA,DF,Torino,it Serie A,25,1994,6.3,13,11,5,4,4,2,6,33.3,4,88,30,34.1,33,28,27,21,1,1,20,6,19,20,0
Petar Musa\Petar-Musa,hr CRO,FW,Union Berlin,de Bundesliga,22,1998,7.9,16,12,2,8,6,3,8,37.5,5,214,49,22.9,14,114,86,9,0,0,9,4,20,6,0
Mateo Musacchio\Mateo-Musacchio,ar ARG,DF,Lazio,it Serie A,29,1990,2.5,1,0,1,0,0,0,0,,0,27,11,40.7,20,7,0,6,1,0,5,4,5,8,0
Mateo Musacchio\Mateo-Musacchio,ar ARG,DF,Milan,it Serie A,29,1990,0.4,2,0,2,0,0,1,2,50.0,1,11,3,27.3,7,4,0,2,0,0,2,1,3,0,0
Yunus Musah\Yunus-Musah,us USA,MF,Valencia,es La Liga,17,2002,17.0,24,11,12,5,7,7,23,30.4,16,287,69,24.0,76,115,96,31,0,0,31,8,32,18,0
Jamal Musiala\Jamal-Musiala,de GER,FWMF,Bayern Munich,de Bundesliga,17,2003,9.8,26,15,2,12,12,4,19,21.1,15,221,83,37.6,39,100,82,24,2,0,22,22,48,3,0
Juan Musso\Juan-Musso,ar ARG,GK,Udinese,it Serie A,26,1994,35.0,0,0,0,0,0,0,1,0.0,1,7,0,0.0,7,0,0,0,0,0,0,0,0,2,1
Shkodran Mustafi\Shkodran-Mustafi,de GER,DF,Arsenal,eng Premier League,28,1992,0.5,1,1,1,0,0,1,1,100.0,0,7,2,28.6,3,4,0,1,0,0,1,0,1,2,0
Shkodran Mustafi\Shkodran-Mustafi,de GER,DF,Schalke 04,de Bundesliga,28,1992,11.5,13,8,12,1,0,4,10,40.0,6,112,36,32.1,78,32,2,27,15,1,12,27,40,96,1
Yoshinori Mutō\Yoshinori-Muto,jp JPN,FWMF,Eibar,es La Liga,28,1992,12.5,13,10,1,6,6,3,11,27.3,8,185,58,31.4,13,76,96,9,0,0,9,5,18,1,0
Phillipp Mwene\Phillipp-Mwene,at AUT,DF,Mainz 05,de Bundesliga,26,1994,18.6,51,34,26,20,5,19,45,42.2,26,328,122,37.2,147,121,60,37,4,0,33,24,75,55,1
Joakim Mæhle\Joakim-Maehle,dk DEN,DF,Atalanta,it Serie A,23,1997,13.5,18,11,7,5,6,6,14,42.9,8,179,52,29.1,59,58,62,28,2,0,26,13,31,18,0
Obite N'Dicka\Obite-NDicka,fr FRA,DF,Eint Frankfurt,de Bundesliga,20,1999,22.7,38,21,20,17,1,14,30,46.7,16,307,98,31.9,139,128,40,58,9,0,49,47,85,100,0
Kévin N'Doram\Kevin-NDoram,fr FRA,MF,Metz,fr Ligue 1,24,1996,3.4,4,2,2,2,0,0,2,0.0,2,56,15,26.8,23,28,5,0,0,0,0,3,7,8,0
Stanley N'Soki\Stanley-NSoki,fr FRA,DF,Nice,fr Ligue 1,21,1999,13.8,33,25,20,10,3,13,21,61.9,8,125,50,40.0,70,43,12,31,7,0,24,23,56,47,2
Nacho\Nacho,es ESP,DF,Real Madrid,es La Liga,30,1990,22.2,36,21,18,14,4,12,35,34.3,23,259,92,35.5,118,114,27,29,10,3,19,35,71,75,0
Nacho\Nacho,es ESP,DF,Valladolid,es La Liga,31,1989,20.1,39,21,29,5,5,19,59,32.2,40,306,90,29.4,171,97,38,40,1,0,39,26,65,48,0
Yuto Nagatomo\Yuto-Nagatomo,jp JPN,DF,Marseille,fr Ligue 1,33,1986,17.7,25,15,15,4,6,11,24,45.8,13,234,82,35.0,108,89,37,34,4,0,30,25,50,42,0
Kenny Nagera\Kenny-Nagera,fr FRA,FW,Paris S-G,fr Ligue 1,18,2002,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,1,0,0,1,0,0,0,0
Radja Nainggolan\Radja-Nainggolan,be BEL,MF,Cagliari,it Serie A,32,1988,20.5,42,34,22,14,6,7,28,25.0,21,270,93,34.4,108,124,38,20,1,0,19,29,71,16,1
Radja Nainggolan\Radja-Nainggolan,be BEL,MF,Inter,it Serie A,32,1988,0.5,2,2,0,2,0,0,0,,0,10,5,50.0,2,5,3,1,0,0,1,0,2,0,0
Marvelous Nakamba\Marvelous-Nakamba,zw ZIM,MF,Aston Villa,eng Premier League,26,1994,8.3,23,14,9,14,0,4,10,40.0,6,208,62,29.8,108,89,11,21,5,0,16,11,34,18,0
Nahitan Nández\Nahitan-Nandez,uy URU,MFDF,Cagliari,it Serie A,24,1995,30.4,59,39,28,21,10,15,59,25.4,44,625,161,25.8,229,278,118,35,4,0,31,29,88,49,0
Nano\Nano,es ESP,FWMF,Cádiz,es La Liga,25,1995,0.1,0,0,0,0,0,0,0,,0,2,1,50.0,0,2,0,0,0,0,0,0,0,0,0
Paul Nardi\Paul-Nardi,fr FRA,GK,Lorient,fr Ligue 1,26,1994,23.0,0,0,0,0,0,0,1,0.0,1,2,0,0.0,2,0,0,0,0,0,0,1,1,0,0
Matija Nastasić\Matija-Nastasic,rs SRB,DF,Schalke 04,de Bundesliga,27,1993,13.6,11,6,9,2,0,2,11,18.2,9,96,30,31.3,69,26,1,35,22,0,13,15,26,63,0
Roberto Navarro\Roberto-Navarro,es ESP,MF,Real Sociedad,es La Liga,18,2002,0.4,2,2,1,1,0,1,2,50.0,1,19,7,36.8,5,7,7,1,0,0,1,0,2,0,0
Ximo Navarro\Ximo-Navarro,es ESP,DF,Alavés,es La Liga,30,1990,26.4,47,35,29,17,1,15,36,41.7,21,299,104,34.8,158,111,30,48,4,0,44,57,104,88,1
Jesús Navas\Jesus-Navas,es ESP,DF,Sevilla,es La Liga,34,1985,31.4,30,18,16,13,1,15,28,53.6,13,202,64,31.7,76,85,41,44,4,0,40,28,58,76,1
Keylor Navas\Keylor-Navas,cr CRC,GK,Paris S-G,fr Ligue 1,33,1986,28.0,0,0,0,0,0,0,0,,0,5,2,40.0,5,0,0,0,0,0,0,0,0,1,0
Raúl Navas\Raul-Navas,es ESP,DF,Osasuna,es La Liga,32,1988,1.9,6,5,6,0,0,3,7,42.9,4,25,13,52.0,16,8,1,5,1,0,4,3,9,12,0
Papa Ndiaga Yade\Papa-Ndiaga-Yade,sn SEN,FWMF,Metz,fr Ligue 1,20,2000,11.1,17,12,6,7,4,7,24,29.2,17,161,42,26.1,33,68,60,9,0,0,9,8,25,7,0
Iliman Ndiaye\Iliman-Ndiaye,fr FRA,MF,Sheffield Utd,eng Premier League,21,1999,0.1,0,0,0,0,0,0,0,,0,8,1,12.5,1,4,3,1,0,0,1,0,0,0,0
Wilfred Ndidi\Wilfred-Ndidi,ng NGA,MFDF,Leicester City,eng Premier League,23,1996,24.2,108,73,50,49,9,30,75,40.0,45,489,183,37.4,198,245,46,66,13,0,53,62,170,77,0
Bridge Ndilu\Bridge-Ndilu,fr FRA,FWMF,Nantes,fr Ligue 1,20,2000,0.5,1,0,0,1,0,0,0,,0,11,5,45.5,1,6,4,1,0,0,1,0,1,0,0
Tanguy Ndombele\Tanguy-Ndombele,fr FRA,MF,Tottenham,eng Premier League,23,1996,23.2,49,32,12,25,12,11,43,25.6,32,454,152,33.5,134,240,80,35,4,0,31,30,79,19,0
Dan Ndoye\Dan-Ndoye,ch SUI,FWMF,Nice,fr Ligue 1,19,2000,6.1,8,7,2,6,0,1,5,20.0,4,121,32,26.4,32,44,45,6,0,0,6,3,11,6,0
Paul Nebel\Paul-Nebel,de GER,MF,Mainz 05,de Bundesliga,17,2002,0.6,1,0,0,1,0,0,0,,0,17,2,11.8,0,12,5,0,0,0,0,1,2,1,0
Álvaro Negredo\Alvaro-Negredo,es ESP,FW,Cádiz,es La Liga,34,1985,24.4,12,7,2,5,5,3,8,37.5,5,170,36,21.2,6,97,67,14,4,1,10,2,14,15,0
Reiss Nelson\Reiss-Nelson,eng ENG,FW,Arsenal,eng Premier League,20,1999,0.8,0,0,0,0,0,0,0,,0,13,6,46.2,2,6,5,1,0,0,1,1,1,1,0
Ilija Nestorovski\Ilija-Nestorovski,mk MKD,FW,Udinese,it Serie A,30,1990,7.8,5,3,3,1,1,1,14,7.1,13,126,23,18.3,27,65,34,5,0,0,5,4,9,11,0
Neto\Neto,br BRA,GK,Barcelona,es La Liga,31,1989,7.0,0,0,0,0,0,0,1,0.0,1,0,0,,0,0,0,0,0,0,0,0,0,1,1
Pedro Neto\Pedro-Neto,pt POR,FWMF,Wolves,eng Premier League,20,2000,28.3,21,18,7,6,8,5,30,16.7,25,333,95,28.5,83,146,104,25,2,0,23,29,50,11,0
Luca Netz\Luca-Netz,de GER,DF,Hertha BSC,de Bundesliga,17,2003,3.4,12,7,11,1,0,7,20,35.0,13,62,15,24.2,36,15,11,8,0,0,8,2,14,9,0
Manuel Neuer\Manuel-Neuer,de GER,GK,Bayern Munich,de Bundesliga,34,1986,33.0,0,0,0,0,0,0,1,0.0,1,4,0,0.0,4,0,0,0,0,0,0,1,1,0,0
Florian Neuhaus\Florian-Neuhaus,de GER,MF,M'Gladbach,de Bundesliga,23,1997,29.1,50,31,21,25,4,19,77,24.7,58,367,125,34.1,122,186,59,48,8,0,40,46,96,32,0
Carlos Neva\Carlos-Neva,es ESP,DF,Granada,es La Liga,24,1996,20.0,14,7,7,7,0,6,15,40.0,9,143,41,28.7,75,48,20,58,5,0,53,32,46,48,0
Rúben Neves\Ruben-Neves,pt POR,MF,Wolves,eng Premier League,23,1997,29.7,90,66,45,38,7,37,95,38.9,58,584,195,33.4,242,287,55,71,11,0,60,46,136,54,1
Neymar\Neymar,br BRA,MFFW,Paris S-G,fr Ligue 1,28,1992,15.7,13,10,1,4,8,5,34,14.7,29,211,65,30.8,24,77,110,10,0,0,10,7,20,0,0
Yvan Neyou\Yvan-Neyou,cm CMR,MF,Saint-Étienne,fr Ligue 1,23,1997,27.1,65,49,30,30,5,17,57,29.8,40,390,117,30.0,117,227,46,39,4,0,35,23,88,27,0
Jessic Ngankam\Jessic-Ngankam,de GER,FW,Hertha BSC,de Bundesliga,20,2000,3.3,6,4,2,2,2,1,5,20.0,4,90,20,22.2,9,50,31,9,1,0,8,1,7,0,0
Muzinga Ngonda\Muzinga-Ngonda,cd COD,DF,Dijon,fr Ligue 1,25,1994,25.6,62,39,40,19,3,24,51,47.1,27,299,93,31.1,152,107,40,60,5,1,55,59,121,79,1
Ahmad Ngouyamsa\Ahmad-Ngouyamsa,cm CMR,DF,Dijon,fr Ligue 1,19,2000,1.7,6,3,5,1,0,2,7,28.6,5,33,7,21.2,25,6,2,8,1,0,7,2,8,7,0
Opa Nguette\Opa-Nguette,sn SEN,FWMF,Metz,fr Ligue 1,26,1994,12.6,18,13,1,9,8,3,12,25.0,9,182,48,26.4,26,75,81,14,2,0,12,2,20,3,1
Moussa Niakhate\Moussa-Niakhate,fr FRA,DF,Mainz 05,de Bundesliga,24,1996,31.8,58,35,37,19,2,16,34,47.1,18,344,139,40.4,192,123,29,53,14,1,39,40,98,126,0
Ibrahima Niane\Ibrahima-Niane,sn SEN,FW,Metz,fr Ligue 1,21,1999,7.4,2,1,1,1,0,1,3,33.3,2,96,21,21.9,9,38,49,4,0,0,4,0,2,6,0
M'Baye Niang\MBaye-Niang,sn SEN,FW,Rennes,fr Ligue 1,25,1994,4.7,2,2,2,0,0,1,2,50.0,1,62,18,29.0,6,36,20,4,1,0,3,0,2,4,0
Mamor Niang\Mamor-Niang,sn SEN,FWMF,Getafe,es La Liga,18,2002,0.2,1,1,0,1,0,0,0,,0,7,4,57.1,0,5,2,0,0,0,0,1,2,0,0
Florian Niederlechner\Florian-Niederlechner,de GER,FW,Augsburg,de Bundesliga,29,1990,19.3,11,8,3,6,2,2,17,11.8,15,237,69,29.1,21,109,107,17,2,0,15,6,17,20,0
Nieto\Nieto,es ESP,FWMF,Cádiz,es La Liga,22,1998,0.2,1,1,0,0,1,0,0,,0,4,1,25.0,1,2,1,0,0,0,0,0,1,1,0
Saúl Ñíguez\Saul-Niguez,es ESP,MFDF,Atlético Madrid,es La Liga,25,1994,22.6,72,52,37,27,8,36,70,51.4,34,431,125,29.0,150,190,91,44,3,0,41,22,94,33,0
Joakim Nilsson\Joakim-Nilsson,se SWE,DF,Arminia,de Bundesliga,26,1994,24.0,41,25,28,12,1,8,19,42.1,11,247,80,32.4,138,101,8,38,22,0,16,26,67,154,1
Casimir Ninga\Casimir-Ninga,td CHA,FW,Angers,fr Ligue 1,27,1993,0.3,1,1,1,0,0,0,0,,0,10,3,30.0,0,6,4,0,0,0,0,0,1,1,0
Nino\Nino,es ESP,FWMF,Elche,es La Liga,40,1980,3.2,0,0,0,0,0,0,4,0.0,4,26,7,26.9,5,7,14,1,0,0,1,0,0,0,0
